nome,nome_civil,partido,uf,periodo_mandato,telefones,email,data_nascimento,naturalidade,profissao,formacao,numero_mandatos,comissoes,link_perfil,fonte_dados,url_fonte,data_extracao,metodo_extracao
Norma Pereira (PSDB-SC),"Norma Pereira
                    

Não está em exercício",PSDB,SC,3216 - 0000,(61) 3216-0000,,24/02/1957,Brusque - SC,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/216198,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Patricia Ferraz (PL-AP),"Patricia Ferraz 
                    

Não está em exercício",PL,AP,3216 - 0000,(61) 3216-0000,,09/01/1980,Belo Horizonte - MG,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/205535,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Paula Belmonte (CIDADANIA-DF),"Paula Belmonte 
                    

Não está em exercício",CIDADANIA,DF,3216 - 0000,(61) 3216-0000,,23/06/1973,,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204377,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Perpétua Almeida (PCdoB-AC),"Perpétua Almeida 
                    

Não está em exercício",PCdoB,AC,3216 - 0000,(61) 3216-0000,,28/12/1964,Porto Walter - AC,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/73943,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Policial Katia Sastre (PL-SP),"Policial Katia Sastre 
                    

Não está em exercício",PL,SP,3216 - 0000,(61) 3216-0000,,04/04/1976,São Paulo - SP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204529,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Professora Dayane Pimentel (UNIAO-BA),"Professora Dayane Pimentel 
                    

Não está em exercício",,,3216 - 0000,(61) 3216-0000,,30/01/1986,Feira de Santana - BA,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204565,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Professora Dorinha Seabra Rezende (UNIAO-TO),"Professora Dorinha Seabra Rezende
                    

Não está em exercício",,,3216 - 0000,(61) 3216-0000,,01/10/1964,Goiânia - GO,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/160639,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Professora Rosa Neide (PT-MT),"Professora Rosa Neide 
                    

Não está em exercício",PT,MT,3216 - 0000,(61) 3216-0000,,08/08/1963,Amargosa - BA,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204467,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Rachel Marques (PT-CE),"Rachel Marques
                    

Não está em exercício",PT,CE,3216 - 0000,(61) 3216-0000,,05/11/1961,Fortaleza - CE,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/215361,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Rejane Dias (PT-PI),"Rejane Dias 
                    

Não está em exercício",PT,PI,3216 - 0000,(61) 3216-0000,,04/09/1972,Teresina - PI,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178925,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Rose Modesto (UNIAO-MS),"Rose Modesto 
                    

Não está em exercício",,,3216 - 0000,(61) 3216-0000,,20/02/1978,Fátima do Sul - MS,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204357,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Shéridan (PSDB-RR),"Shéridan 
                    

Não está em exercício",PSDB,RR,3216 - 0000,(61) 3216-0000,,11/04/1984,Boa Vista - RR,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178961,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Tereza Cristina (PP-MS),"Tereza Cristina 
                    

Não está em exercício",PP,MS,3216 - 0000,(61) 3216-0000,,06/07/1954,Campo Grande - MS,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178901,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Tereza Nelma (PSD-AL),"Tereza Nelma 
                    

Não está em exercício",PSD,AL,3216 - 0000,(61) 3216-0000,,07/10/1957,Maceió - AL,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204466,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Tia Eron (REPUBLICANOS-BA),"Tia Eron
                    

Não está em exercício",,,3216 - 0000,(61) 3216-0000,,02/06/1972,Salvador - BA,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178862,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Vivi Reis (PSOL-PA),"Vivi Reis
                    

Não está em exercício",PSOL,PA,3216 - 0000,(61) 3216-0000,,05/08/1991,Belém - PA,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/215044,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
ANA PERUGINI (PT-SP),"ANA PERUGINI
                    

Não está em exercício",PT,SP,3216 - 0000,(61) 3216-0000,,22/08/1963,Cariacica - ES,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178973,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
ANGELA ALBINO (PCdoB-SC),"ANGELA ALBINO
                    

Não está em exercício",PCdoB,SC,3216 - 0000,(61) 3216-0000,,28/08/1969,Florianópolis - SC,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/192120,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
BRUNNY (PR-MG),"BRUNNY
                    

Não está em exercício",PR,MG,3216 - 0000,(61) 3216-0000,,21/08/1989,Governador Valadares - MG,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178999,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
CARLA STEPHANINI (MDB-MS),"CARLA STEPHANINI
                    

Não está em exercício",MDB,MS,3216 - 0000,(61) 3216-0000,,27/10/1964,Campo Grande - MS,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/205303,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
CONCEIÇÃO SAMPAIO (PSDB-AM),"CONCEIÇÃO SAMPAIO
                    

Não está em exercício",PSDB,AM,3216 - 0000,(61) 3216-0000,,01/01/1966,Alenquer - PA,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178848,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
CREUZA PEREIRA (PSB-PE),"CREUZA PEREIRA
                    

Não está em exercício",PSB,PE,3216 - 0000,(61) 3216-0000,,10/07/1936,Salgueiro - PE,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/194258,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
CRISTIANE BRASIL (PTB-RJ),"CRISTIANE BRASIL
                    

Não está em exercício",PTB,RJ,3216 - 0000,(61) 3216-0000,,21/12/1973,Petrópolis - RJ,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/93472,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
DÂMINA PEREIRA (PODE-MG),"DÂMINA PEREIRA
                    

Não está em exercício",PODE,MG,3216 - 0000,(61) 3216-0000,,02/12/1952,Lavras - MG,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178892,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
ELIZIANE GAMA (PPS-MA),"ELIZIANE GAMA
                    

Não está em exercício",PPS,MA,3216 - 0000,(61) 3216-0000,,27/02/1977,Monção - MA,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178883,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=7,2025-12-07 15:59:35,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
EURICELIA CARDOSO (PP-AP),"EURICELIA CARDOSO
                    

Não está em exercício",PP,AP,3216 - 0000,(61) 3216-0000,,19/04/1976,Monção - MA,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/202915,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
JANETE CAPIBERIBE (PSB-AP),"JANETE CAPIBERIBE
                    

Não está em exercício",PSB,AP,3216 - 0000,(61) 3216-0000,,12/05/1949,Amapá - AP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/73926,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
JÔ MORAES (PCdoB-MG),"JÔ MORAES
                    

Não está em exercício",PCdoB,MG,3216 - 0000,(61) 3216-0000,,09/08/1946,Cabedelo - PB,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/141503,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
JOSI NUNES (PROS-TO),"JOSI NUNES
                    

Não está em exercício",PROS,TO,3216 - 0000,(61) 3216-0000,,10/05/1962,Porto Nacional - TO,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/114941,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
JOZI ARAÚJO (PODE-AP),"JOZI ARAÚJO
                    

Não está em exercício",PODE,AP,3216 - 0000,(61) 3216-0000,,26/03/1979,Itaituba - PA,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178851,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
JÚLIA MARINHO (PSC-PA),"JÚLIA MARINHO
                    

Não está em exercício",PSC,PA,3216 - 0000,(61) 3216-0000,,11/04/1960,Itapirapuã - GO,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/67312,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
KEIKO OTA (PSB-SP),"KEIKO OTA
                    

Não está em exercício",PSB,SP,3216 - 0000,(61) 3216-0000,,28/09/1956,Olímpia - SP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/160659,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
LUANA COSTA (PSC-MA),"LUANA COSTA
                    

Não está em exercício",PSC,MA,3216 - 0000,(61) 3216-0000,,14/10/1969,Peri Mirim - MA,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/81366,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
LUCIANA SANTOS (PCdoB-PE),"LUCIANA SANTOS
                    

Não está em exercício",PCdoB,PE,3216 - 0000,(61) 3216-0000,,29/12/1965,Recife - PE,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/160628,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
LUZIA FERREIRA (PPS-MG),"LUZIA FERREIRA
                    

Não está em exercício",PPS,MG,3216 - 0000,(61) 3216-0000,,09/08/1951,Perdigão - MG,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/198198,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
MARA GABRILLI (PSDB-SP),"MARA GABRILLI
                    

Não está em exercício",PSDB,SP,3216 - 0000,(61) 3216-0000,,28/09/1967,São Paulo - SP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/160565,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
MARFIZA GALVÃO (PSD-AC),"MARFIZA GALVÃO
                    

Não está em exercício",PSD,AC,3216 - 0000,(61) 3216-0000,,30/03/1979,Rio Branco - AC,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/205297,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
MARIA HELENA (MDB-RR),"MARIA HELENA
                    

Não está em exercício",MDB,RR,3216 - 0000,(61) 3216-0000,,15/06/1949,Santo Ângelo - RS,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/64960,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
MARINHA RAUPP (MDB-RO),"MARINHA RAUPP
                    

Não está em exercício",MDB,RO,3216 - 0000,(61) 3216-0000,,23/11/1960,Maracaí - SP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/74177,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
MOEMA GRAMACHO (PT-BA),"MOEMA GRAMACHO
                    

Não está em exercício",PT,BA,3216 - 0000,(61) 3216-0000,,04/07/1958,Salvador - BA,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178859,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
POLLYANA GAMA (PPS-SP),"POLLYANA GAMA
                    

Não está em exercício",PPS,SP,3216 - 0000,(61) 3216-0000,,13/05/1975,Taubaté - SP,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/195997,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
RAQUEL MUNIZ (PSD-MG),"RAQUEL MUNIZ
                    

Não está em exercício",PSD,MG,3216 - 0000,(61) 3216-0000,,24/07/1963,Montes Claros - MG,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178998,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
ROSÂNGELA CURADO (PDT-MA),"ROSÂNGELA CURADO
                    

Não está em exercício",PDT,MA,3216 - 0000,(61) 3216-0000,,11/12/1966,Santos - SP,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/191684,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
ROSINHA DA ADEFAL (AVANTE-AL),"ROSINHA DA ADEFAL
                    

Não está em exercício",AVANTE,AL,3216 - 0000,(61) 3216-0000,,22/04/1973,Maceió - AL,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/146949,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
SIMONE MORGADO (MDB-PA),"SIMONE MORGADO
                    

Não está em exercício",MDB,PA,3216 - 0000,(61) 3216-0000,,06/04/1967,Belém - PA,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178911,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
YEDA CRUSIUS (PSDB-RS),"YEDA CRUSIUS
                    

Não está em exercício",PSDB,RS,3216 - 0000,(61) 3216-0000,,26/07/1944,São Paulo - SP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/73992,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
ZENAIDE MAIA (PHS-RN),"ZENAIDE MAIA
                    

Não está em exercício",PHS,RN,3216 - 0000,(61) 3216-0000,,27/11/1954,Brejo do Cruz - PB,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178949,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
ALINE CORRÊA (PP-SP),"ALINE CORRÊA
                    

Não está em exercício",PP,SP,3216 - 0000,(61) 3216-0000,,25/03/1973,Recife - PE,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/141375,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
ANA ARRAES (PSB-PE),"ANA ARRAES
                    

Não está em exercício",PSB,PE,3216 - 0000,(61) 3216-0000,,28/07/1947,Recife - PE,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/141377,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
CELIA ROCHA (PTB-AL),"CELIA ROCHA
                    

Não está em exercício",PTB,AL,3216 - 0000,(61) 3216-0000,,29/10/1952,Arapiraca - AL,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/160624,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=8,2025-12-07 15:59:37,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
